Hour,Customer_1,Customer_2,Customer_3,Customer_4
391,5,9,14,20
392,5,14,14,30
393,6,14,14,30
394,7,14,45,30
395,3,14,45,30
396,9,44,45,30
397,9,44,45,30
398,9,44,45,30
399,9,44,45,30
400,9,33,45,30
401,4,33,45,30
402,5,33,45,30
403,6,33,45,30
404,12,33,45,28
405,12,40,45,28
406,12,40,20,28
407,3,40,20,28
408,4,9,20,28
409,5,9,14,20
410,5,9,14,20
411,5,9,14,20
412,5,9,14,20
413,5,9,14,20
414,5,9,14,20
415,5,9,14,20
416,5,14,14,30
417,6,14,14,30
418,7,14,45,30
419,3,14,45,30
420,9,44,45,30
421,9,44,45,30
422,9,44,45,30
423,9,44,45,30
424,9,33,45,30
425,4,33,45,30
426,5,33,45,30
427,6,33,45,30
428,12,33,45,28
429,12,40,45,28
430,12,40,20,28
431,3,40,20,28
432,4,9,20,28
433,5,9,14,20
434,5,9,14,20
435,5,9,14,20
436,5,9,14,20
437,5,9,14,20
438,5,9,14,20
439,5,9,14,20
440,5,14,14,30
441,6,14,14,30
442,7,14,45,30
443,3,14,45,30
444,9,44,45,30
445,9,44,45,30
446,9,44,45,30
447,9,44,45,30
448,9,33,45,30
449,4,33,45,30
450,5,33,45,30
451,6,33,45,30
452,12,33,45,28
453,12,40,45,28
454,12,40,20,28
455,3,40,20,28
456,4,9,20,28
457,5,9,14,20
458,5,9,14,20
459,5,9,14,20
460,5,9,14,20
461,5,9,14,20
462,5,9,14,20
463,5,9,14,20
464,5,14,14,30
465,6,14,14,30
466,7,14,45,30
467,3,14,45,30
468,9,44,45,30
469,9,44,45,30
470,9,44,45,30
471,9,44,45,30
472,9,33,45,30
473,4,33,45,30
474,5,33,45,30
475,6,33,45,30
476,12,33,45,28
477,12,40,45,28
478,12,40,20,28
479,3,40,20,28
480,4,9,20,28
481,5,9,14,20
482,5,9,14,20
483,5,9,14,20
484,5,9,14,20
485,5,9,14,20
486,5,9,14,20
487,5,9,14,20
488,5,14,14,30
489,6,14,14,30
490,7,14,45,30
491,3,14,45,30
492,9,44,45,30
493,9,44,45,30
494,9,44,45,30
495,9,44,45,30
496,9,33,45,30
497,4,33,45,30
498,5,33,45,30
499,6,33,45,30
500,12,33,45,28
501,12,40,45,28
502,12,40,20,28
503,3,40,20,28
504,4,9,20,28
505,5,9,14,20
506,5,9,14,20
507,5,9,14,20
508,5,9,14,20
509,5,9,14,20
510,5,9,14,20
511,5,9,14,20
512,5,14,14,30
513,6,14,14,30
514,7,14,45,30
515,3,14,45,30
516,9,44,45,30
517,9,44,45,30
518,9,44,45,30
519,9,44,45,30
520,9,33,45,30
521,4,33,45,30
522,5,33,45,30
523,6,33,45,30
524,12,33,45,28
525,12,40,45,28
526,12,40,20,28
527,3,40,20,28
528,4,9,20,28
529,5,9,14,20
530,5,9,14,20
531,5,9,14,20
532,5,9,14,20
533,5,9,14,20
534,5,9,14,20
535,5,9,14,20
536,5,14,14,30
537,6,14,14,30
538,7,14,45,30
539,3,14,45,30
540,9,44,45,30
541,9,44,45,30
542,9,44,45,30
543,9,44,45,30
544,9,33,45,30
545,4,33,45,30
546,5,33,45,30
547,6,33,45,30
548,12,33,45,28
549,12,40,45,28
550,12,40,20,28
551,3,40,20,28
552,4,9,20,28
553,5,9,14,20
554,5,9,14,20
555,5,9,14,20
556,5,9,14,20
557,5,9,14,20
558,5,9,14,20
559,5,9,14,20
560,5,14,14,30
561,6,14,14,30
562,7,14,45,30
563,3,14,45,30
564,9,44,45,30
565,9,44,45,30
566,9,44,45,30
567,9,44,45,30
568,9,33,45,30
569,4,33,45,30
570,5,33,45,30
571,6,33,45,30
572,12,33,45,28
573,12,40,45,28
574,12,40,20,28
575,3,40,20,28
576,4,9,20,28
577,5,9,14,20
578,5,9,14,20
579,5,9,14,20
580,5,9,14,20
581,5,9,14,20
582,5,9,14,20
583,5,9,14,20
584,5,14,14,30
585,6,14,14,30
586,7,14,45,30
587,3,14,45,30
588,9,44,45,30
589,9,44,45,30
590,9,44,45,30
591,9,44,45,30
592,9,33,45,30
593,4,33,45,30
594,5,33,45,30
595,6,33,45,30
596,12,33,45,28
597,12,40,45,28
598,12,40,20,28
599,3,40,20,28
600,4,9,20,28
601,5,9,14,20
602,5,9,14,20
603,5,9,14,20
604,5,9,14,20
605,5,9,14,20
606,5,9,14,20
607,5,9,14,20
608,5,14,14,30
609,6,14,14,30
610,7,14,45,30
611,3,14,45,30
612,9,44,45,30
613,9,44,45,30
614,9,44,45,30
615,9,44,45,30
616,9,33,45,30
617,4,33,45,30
618,5,33,45,30
619,6,33,45,30
620,12,33,45,28
621,12,40,45,28
622,12,40,20,28
623,3,40,20,28
624,4,9,20,28
625,5,9,14,20
626,5,9,14,20
627,5,9,14,20
628,5,9,14,20
629,5,9,14,20
630,5,9,14,20
631,5,9,14,20
632,5,14,14,30
633,6,14,14,30
634,7,14,45,30
635,3,14,45,30
636,9,44,45,30
637,9,44,45,30
638,9,44,45,30
639,9,44,45,30
640,9,33,45,30
641,4,33,45,30
642,5,33,45,30
643,6,33,45,30
644,12,33,45,28
645,12,40,45,28
646,12,40,20,28
647,3,40,20,28
648,4,9,20,28
649,5,9,14,20
650,5,9,14,20
651,5,9,14,20
652,5,9,14,20
653,5,9,14,20
654,5,9,14,20
655,5,9,14,20
656,5,14,14,30
657,6,14,14,30
658,7,14,45,30
659,3,14,45,30
660,9,44,45,30
661,9,44,45,30
662,9,44,45,30
663,9,44,45,30
664,9,33,45,30
665,4,33,45,30
666,5,33,45,30
667,6,33,45,30
668,12,33,45,28
669,12,40,45,28
670,12,40,20,28
671,3,40,20,28
672,4,9,20,28
673,5,9,14,20
674,5,9,14,20
675,5,9,14,20
676,5,9,14,20
677,5,9,14,20
678,5,9,14,20
679,5,9,14,20
680,5,14,14,30
681,6,14,14,30
682,7,14,45,30
683,3,14,45,30
684,9,44,45,30
685,9,44,45,30
686,9,44,45,30
687,9,44,45,30
688,9,33,45,30
689,4,33,45,30
690,5,33,45,30
691,6,33,45,30
692,12,33,45,28
693,12,40,45,28
694,12,40,20,28
695,3,40,20,28
696,4,9,20,28
697,5,9,14,20
698,5,9,14,20
699,5,9,14,20
700,5,9,14,20
701,5,9,14,20
702,5,9,14,20
703,5,9,14,20
704,5,14,14,30
705,6,14,14,30
706,7,14,45,30
707,3,14,45,30
708,9,44,45,30
709,9,44,45,30
710,9,44,45,30
711,9,44,45,30
712,9,33,45,30
713,4,33,45,30
714,5,33,45,30
715,6,33,45,30
716,12,33,45,28
717,12,40,45,28
718,12,40,20,28
719,3,40,20,28
720,4,9,20,28
721,5,9,14,20
722,5,9,14,20
723,5,9,14,20
724,5,9,14,20
725,5,9,14,20
726,5,9,14,20
727,5,9,14,20
728,5,14,14,30
729,6,14,14,30
730,7,14,45,30
731,3,14,45,30
732,9,44,45,30
733,9,44,45,30
734,9,44,45,30
735,9,44,45,30
736,9,33,45,30
737,4,33,45,30
738,5,33,45,30
739,6,33,45,30
740,12,33,45,28
741,12,40,45,28
742,12,40,20,28
743,3,40,20,28
744,4,9,20,28
745,5,9,14,20
746,5,9,14,20
747,5,9,14,20
748,5,9,14,20
749,5,9,14,20
750,5,9,14,20
751,5,9,14,20
752,5,14,14,30
753,6,14,14,30
754,7,14,45,30
755,3,14,45,30
756,9,44,45,30
757,9,44,45,30
758,9,44,45,30
759,9,44,45,30
760,9,33,45,30
761,4,33,45,30
762,5,33,45,30
763,6,33,45,30
764,12,33,45,28
765,12,40,45,28
766,12,40,20,28
767,3,40,20,28
768,4,9,20,28
769,5,9,14,20
770,5,9,14,20
771,5,9,14,20
772,5,9,14,20
773,5,9,14,20
774,5,9,14,20
775,5,9,14,20
776,5,14,14,30
777,6,14,14,30
778,7,14,45,30
779,3,14,45,30
780,9,44,45,30
781,9,44,45,30
782,9,44,45,30
783,9,44,45,30
784,9,33,45,30
785,4,33,45,30
786,5,33,45,30
787,6,33,45,30
788,12,33,45,28
789,12,40,45,28
790,12,40,20,28
791,3,40,20,28
792,4,9,20,28
793,5,9,14,20
794,5,9,14,20
795,5,9,14,20
796,5,9,14,20
797,5,9,14,20
798,5,9,14,20
799,5,9,14,20
800,5,14,14,30
801,6,14,14,30
802,7,14,45,30
803,3,14,45,30
804,9,44,45,30
805,9,44,45,30
806,9,44,45,30
807,9,44,45,30
808,9,33,45,30
809,4,33,45,30
810,5,33,45,30
811,6,33,45,30
812,12,33,45,28
813,12,40,45,28
814,12,40,20,28
815,3,40,20,28
816,4,9,20,28
817,5,9,14,20
818,5,9,14,20
819,5,9,14,20
820,5,9,14,20
821,5,9,14,20
822,5,9,14,20
823,5,9,14,20
824,5,14,14,30
825,6,14,14,30
826,7,14,45,30
827,3,14,45,30
828,9,44,45,30
829,9,44,45,30
830,9,44,45,30
831,9,44,45,30
832,9,33,45,30
833,4,33,45,30
834,5,33,45,30
835,6,33,45,30
836,12,33,45,28
837,12,40,45,28
838,12,40,20,28
839,3,40,20,28
840,4,9,20,28
841,5,9,14,20
842,5,9,14,20
843,5,9,14,20
844,5,9,14,20
845,5,9,14,20
846,5,9,14,20
847,5,9,14,20
848,5,14,14,30
849,6,14,14,30
850,7,14,45,30
851,3,14,45,30
852,9,44,45,30
853,9,44,45,30
854,9,44,45,30
855,9,44,45,30
856,9,33,45,30
857,4,33,45,30
858,5,33,45,30
859,6,33,45,30
860,12,33,45,28
861,12,40,45,28
862,12,40,20,28
863,3,40,20,28
864,4,9,20,28
865,5,9,14,20
866,5,9,14,20
867,5,9,14,20
868,5,9,14,20
869,5,9,14,20
870,5,9,14,20
871,5,9,14,20
872,5,14,14,30
873,6,14,14,30
874,7,14,45,30
875,3,14,45,30
876,9,44,45,30
877,9,44,45,30
878,9,44,45,30
879,9,44,45,30
880,9,33,45,30
881,4,33,45,30
882,5,33,45,30
883,6,33,45,30
884,12,33,45,28
885,12,40,45,28
886,12,40,20,28
887,3,40,20,28
888,4,9,20,28
889,5,9,14,20
890,5,9,14,20
891,5,9,14,20
892,5,9,14,20
893,5,9,14,20
894,5,9,14,20
895,5,9,14,20
896,5,14,14,30
897,6,14,14,30
898,7,14,45,30
899,3,14,45,30
900,9,44,45,30
901,9,44,45,30
902,9,44,45,30
903,9,44,45,30
904,9,33,45,30
905,4,33,45,30
906,5,33,45,30
907,6,33,45,30
908,12,33,45,28
909,12,40,45,28
910,12,40,20,28
911,3,40,20,28
912,4,9,20,28
913,5,9,14,20
914,5,9,14,20
915,5,9,14,20
916,5,9,14,20
917,5,9,14,20
918,5,9,14,20
919,5,9,14,20
920,5,14,14,30
921,6,14,14,30
922,7,14,45,30
923,3,14,45,30
924,9,44,45,30
925,9,44,45,30
926,9,44,45,30
927,9,44,45,30
928,9,33,45,30
929,4,33,45,30
930,5,33,45,30
931,6,33,45,30
932,12,33,45,28
933,12,40,45,28
934,12,40,20,28
935,3,40,20,28
936,4,9,20,28
937,5,9,14,20
938,5,9,14,20
939,5,9,14,20
940,5,9,14,20
941,5,9,14,20
942,5,9,14,20
943,5,9,14,20
944,5,14,14,30
945,6,14,14,30
946,7,14,45,30
947,3,14,45,30
948,9,44,45,30
949,9,44,45,30
950,9,44,45,30
951,9,44,45,30
952,9,33,45,30
953,4,33,45,30
954,5,33,45,30
955,6,33,45,30
956,12,33,45,28
957,12,40,45,28
958,12,40,20,28
959,3,40,20,28
960,4,9,20,28
961,5,9,14,20
962,5,9,14,20
963,5,9,14,20
964,5,9,14,20
965,5,9,14,20
966,5,9,14,20
967,5,9,14,20
968,5,14,14,30
969,6,14,14,30
970,7,14,45,30
971,3,14,45,30
972,9,44,45,30
973,9,44,45,30
974,9,44,45,30
975,9,44,45,30
976,9,33,45,30
977,4,33,45,30
978,5,33,45,30
979,6,33,45,30
980,12,33,45,28
981,12,40,45,28
982,12,40,20,28
983,3,40,20,28
984,4,9,20,28
985,5,9,14,20
986,5,9,14,20
987,5,9,14,20
988,5,9,14,20
989,5,9,14,20
990,5,9,14,20
991,5,9,14,20
992,5,14,14,30
993,6,14,14,30
994,7,14,45,30
995,3,14,45,30
996,9,44,45,30
997,9,44,45,30
998,9,44,45,30
999,9,44,45,30
1000,9,33,45,30
1001,4,33,45,30
1002,5,33,45,30
1003,6,33,45,30
1004,12,33,45,28
1005,12,40,45,28
1006,12,40,20,28
1007,3,40,20,28
1008,4,9,20,28
1009,5,9,14,20
1010,5,9,14,20
1011,5,9,14,20
1012,5,9,14,20
1013,5,9,14,20
1014,5,9,14,20
1015,5,9,14,20
1016,5,14,14,30
1017,6,14,14,30
1018,7,14,45,30
1019,3,14,45,30
1020,9,44,45,30
1021,9,44,45,30
1022,9,44,45,30
1023,9,44,45,30
1024,9,33,45,30
1025,4,33,45,30
1026,5,33,45,30
1027,6,33,45,30
1028,12,33,45,28
1029,12,40,45,28
1030,12,40,20,28
1031,3,40,20,28
1032,4,9,20,28
1033,5,9,14,20
1034,5,9,14,20
1035,5,9,14,20
1036,5,9,14,20
1037,5,9,14,20
1038,5,9,14,20
1039,5,9,14,20
1040,5,14,14,30
1041,6,14,14,30
1042,7,14,45,30
1043,3,14,45,30
1044,9,44,45,30
1045,9,44,45,30
1046,9,44,45,30
1047,9,44,45,30
1048,9,33,45,30
1049,4,33,45,30
1050,5,33,45,30
1051,6,33,45,30
1052,12,33,45,28
1053,12,40,45,28
1054,12,40,20,28
1055,3,40,20,28
1056,4,9,20,28
1057,5,9,14,20
1058,5,9,14,20
1059,5,9,14,20
1060,5,9,14,20
1061,5,9,14,20
1062,5,9,14,20
1063,5,9,14,20
1064,5,14,14,30
1065,6,14,14,30
1066,7,14,45,30
1067,3,14,45,30
1068,9,44,45,30
1069,9,44,45,30
1070,9,44,45,30
1071,9,44,45,30
1072,9,33,45,30
1073,4,33,45,30
1074,5,33,45,30
1075,6,33,45,30
1076,12,33,45,28
1077,12,40,45,28
1078,12,40,20,28
1079,3,40,20,28
1080,4,9,20,28
1081,5,9,14,20
1082,5,9,14,20
1083,5,9,14,20
1084,5,9,14,20
1085,5,9,14,20
1086,5,9,14,20
1087,5,9,14,20
1088,5,14,14,30
1089,6,14,14,30
1090,7,14,45,30
1091,3,14,45,30
1092,9,44,45,30
1093,9,44,45,30
1094,9,44,45,30
1095,9,44,45,30
1096,9,33,45,30
1097,4,33,45,30
1098,5,33,45,30
1099,6,33,45,30
1100,12,33,45,28
1101,12,40,45,28
1102,12,40,20,28
1103,3,40,20,28
1104,4,9,20,28
1105,5,9,14,20
1106,5,9,14,20
1107,5,9,14,20
1108,5,9,14,20
1109,5,9,14,20
1110,5,9,14,20
1111,5,9,14,20
1112,5,14,14,30
1113,6,14,14,30
1114,7,14,45,30
1115,3,14,45,30
1116,9,44,45,30
1117,9,44,45,30
1118,9,44,45,30
1119,9,44,45,30
1120,9,33,45,30
1121,4,33,45,30
1122,5,33,45,30
1123,6,33,45,30
1124,12,33,45,28
1125,12,40,45,28
1126,12,40,20,28
1127,3,40,20,28
1128,4,9,20,28
1129,5,9,14,20
1130,5,9,14,20
1131,5,9,14,20
1132,5,9,14,20
1133,5,9,14,20
1134,5,9,14,20
1135,5,9,14,20
1136,5,14,14,30
1137,6,14,14,30
1138,7,14,45,30
1139,3,14,45,30
1140,9,44,45,30
1141,9,44,45,30
1142,9,44,45,30
1143,9,44,45,30
1144,9,33,45,30
1145,4,33,45,30
1146,5,33,45,30
1147,6,33,45,30
1148,12,33,45,28
1149,12,40,45,28
1150,12,40,20,28
1151,3,40,20,28
1152,4,9,20,28
1153,5,9,14,20
1154,5,9,14,20
1155,5,9,14,20
1156,5,9,14,20
1157,5,9,14,20
1158,5,9,14,20
1159,5,9,14,20
1160,5,14,14,30
1161,6,14,14,30
1162,7,14,45,30
1163,3,14,45,30
1164,9,44,45,30
1165,9,44,45,30
1166,9,44,45,30
1167,9,44,45,30
1168,9,33,45,30
1169,4,33,45,30
1170,5,33,45,30
1171,6,33,45,30
1172,12,33,45,28
1173,12,40,45,28
1174,12,40,20,28
1175,3,40,20,28
1176,4,9,20,28
1177,5,9,14,20
1178,5,9,14,20
1179,5,9,14,20
1180,5,9,14,20
1181,5,9,14,20
1182,5,9,14,20
1183,5,9,14,20
1184,5,14,14,30
1185,6,14,14,30
1186,7,14,45,30
1187,3,14,45,30
1188,9,44,45,30
1189,9,44,45,30
1190,9,44,45,30
1191,9,44,45,30
1192,9,33,45,30
1193,4,33,45,30
1194,5,33,45,30
1195,6,33,45,30
1196,12,33,45,28
1197,12,40,45,28
1198,12,40,20,28
1199,3,40,20,28
1200,4,9,20,28
1201,5,9,14,20
1202,5,9,14,20
1203,5,9,14,20
1204,5,9,14,20
1205,5,9,14,20
1206,5,9,14,20
1207,5,9,14,20
1208,5,14,14,30
1209,6,14,14,30
1210,7,14,45,30
1211,3,14,45,30
1212,9,44,45,30
1213,9,44,45,30
1214,9,44,45,30
1215,9,44,45,30
1216,9,33,45,30
1217,4,33,45,30
1218,5,33,45,30
1219,6,33,45,30
1220,12,33,45,28
1221,12,40,45,28
1222,12,40,20,28
1223,3,40,20,28
1224,4,9,20,28
1225,5,9,14,20
1226,5,9,14,20
1227,5,9,14,20
1228,5,9,14,20
1229,5,9,14,20
1230,5,9,14,20
1231,5,9,14,20
1232,5,14,14,30
1233,6,14,14,30
1234,7,14,45,30
1235,3,14,45,30
1236,9,44,45,30
1237,9,44,45,30
1238,9,44,45,30
1239,9,44,45,30
1240,9,33,45,30
1241,4,33,45,30
1242,5,33,45,30
1243,6,33,45,30
1244,12,33,45,28
1245,12,40,45,28
1246,12,40,20,28
1247,3,40,20,28
1248,4,9,20,28
1249,5,9,14,20
1250,5,9,14,20
1251,5,9,14,20
1252,5,9,14,20
1253,5,9,14,20
1254,5,9,14,20
1255,5,9,14,20
1256,5,14,14,30
1257,6,14,14,30
1258,7,14,45,30
1259,3,14,45,30
1260,9,44,45,30
1261,9,44,45,30
1262,9,44,45,30
1263,9,44,45,30
1264,9,33,45,30
1265,4,33,45,30
1266,5,33,45,30
1267,6,33,45,30
1268,12,33,45,28
1269,12,40,45,28
1270,12,40,20,28
1271,3,40,20,28
1272,4,9,20,28
1273,5,9,14,20
1274,5,9,14,20
1275,5,9,14,20
1276,5,9,14,20
1277,5,9,14,20
1278,5,9,14,20
1279,5,9,14,20
1280,5,14,14,30
1281,6,14,14,30
1282,7,14,45,30
1283,3,14,45,30
1284,9,44,45,30
1285,9,44,45,30
1286,9,44,45,30
1287,9,44,45,30
1288,9,33,45,30
1289,4,33,45,30
1290,5,33,45,30
1291,6,33,45,30
1292,12,33,45,28
1293,12,40,45,28
1294,12,40,20,28
1295,3,40,20,28
1296,4,9,20,28
1297,5,9,14,20
1298,5,9,14,20
1299,5,9,14,20
1300,5,9,14,20
1301,5,9,14,20
1302,5,9,14,20
1303,5,9,14,20
1304,5,14,14,30
1305,6,14,14,30
1306,7,14,45,30
1307,3,14,45,30
1308,9,44,45,30
1309,9,44,45,30
1310,9,44,45,30
1311,9,44,45,30
1312,9,33,45,30
1313,4,33,45,30
1314,5,33,45,30
1315,6,33,45,30
1316,12,33,45,28
1317,12,40,45,28
1318,12,40,20,28
1319,3,40,20,28
1320,4,9,20,28
1321,5,9,14,20
1322,5,9,14,20
1323,5,9,14,20
1324,5,9,14,20
1325,5,9,14,20
1326,5,9,14,20
1327,5,9,14,20
1328,5,14,14,30
1329,6,14,14,30
1330,7,14,45,30
1331,3,14,45,30
1332,9,44,45,30
1333,9,44,45,30
1334,9,44,45,30
1335,9,44,45,30
1336,9,33,45,30
1337,4,33,45,30
1338,5,33,45,30
1339,6,33,45,30
1340,12,33,45,28
1341,12,40,45,28
1342,12,40,20,28
1343,3,40,20,28
1344,4,9,20,28
1345,5,9,14,20
1346,5,9,14,20
1347,5,9,14,20
1348,5,9,14,20
1349,5,9,14,20
1350,5,9,14,20
1351,5,9,14,20
1352,5,14,14,30
1353,6,14,14,30
1354,7,14,45,30
1355,3,14,45,30
1356,9,44,45,30
1357,9,44,45,30
1358,9,44,45,30
